ts_hour,station_inflow,station_outflow,station_netflow,radius100m_inflow_lag1,radius100m_outflow_lag1,radius100m_inflow_lag12,radius100m_outflow_lag12,radius100m_inflow_rollmean6,radius100m_outflow_rollmean6,radius100m_inflow_rollmean12,radius100m_outflow_rollmean12,radius100m_inflow_rollsum6,radius100m_outflow_rollsum6,radius100m_inflow_rollsum12,radius100m_outflow_rollsum12,radius200m_inflow_lag1,radius200m_outflow_lag1,radius200m_inflow_lag12,radius200m_outflow_lag12,radius200m_inflow_rollmean6,radius200m_outflow_rollmean6,radius200m_inflow_rollmean12,radius200m_outflow_rollmean12,radius200m_inflow_rollsum6,radius200m_outflow_rollsum6,radius200m_inflow_rollsum12,radius200m_outflow_rollsum12,radius500m_inflow_lag1,radius500m_outflow_lag1,radius500m_inflow_lag12,radius500m_outflow_lag12,radius500m_inflow_rollmean6,radius500m_outflow_rollmean6,radius500m_inflow_rollmean12,radius500m_outflow_rollmean12,radius500m_inflow_rollsum6,radius500m_outflow_rollsum6,radius500m_inflow_rollsum12,radius500m_outflow_rollsum12,temp,precip,station_inflow_lag1,station_outflow_lag1,station_inflow_lag12,station_outflow_lag12,precip_rollmean3,station_inflow_rollmean6,station_outflow_rollmean6,station_inflow_rollmean12,station_outflow_rollmean12,precip_rollsum3,station_inflow_rollsum6,station_outflow_rollsum6,station_inflow_rollsum12,station_outflow_rollsum12,temp_bin,dow,is_weekday,hod,moy,dow_cos,hod_cos,moy_cos
2023-04-12 23:00:00,1,1,0,,,,,1.0,1.0,1.0,1.0,1,1,1,1,,,,,1.0,1.0,1.0,1.0,1,1,1,1,,,,,1.0,3.0,1.0,3.0,1,3,1,3,7.0,0.0,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,0:10,4,True,19,4,-0.9009688679024191,0.2588190451025203,-0.4999999999999998
